0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
1,0,0
1,1,0
1,2,0
1,3,1
1,4,1
1,5,1
1,6,2
1,7,2
1,8,2
1,9,3
1,10,3
1,11,4
1,12,5
1,13,5
1,14,6
1,15,7
1,16,7
1,17,8
1,18,9
1,19,9
1,20,10
1,21,11
1,22,12
1,23,13
1,24,13
1,25,14
1,26,15
1,27,16
1,28,17
1,29,17
1,30,18
1,31,19
1,32,20
1,33,21
1,34,22
1,35,22
1,36,23
1,37,24
1,38,25
1,39,26
1,40,27
1,41,27
1,42,28
1,43,29
1,44,30
1,45,31
1,46,32
1,47,32
1,48,33
1,49,34
1,50,35
2,0,0
2,1,0
2,2,1
2,3,1
2,4,2
2,5,2
2,6,3
2,7,4
2,8,4
2,9,5
2,10,6
2,11,6
2,12,7
2,13,8
2,14,9
2,15,9
2,16,10
2,17,11
2,18,12
2,19,13
2,20,13
2,21,14
2,22,15
2,23,16
2,24,17
2,25,18
2,26,18
2,27,19
2,28,20
2,29,21
2,30,22
2,31,23
2,32,23
2,33,24
2,34,25
2,35,26
2,36,27
2,37,28
2,38,28
2,39,29
2,40,30
2,41,31
2,42,32
2,43,33
2,44,33
2,45,34
2,46,35
2,47,36
2,48,37
2,49,38
2,50,38
3,0,0
3,1,1
3,2,1
3,3,2
3,4,3
3,5,4
3,6,4
3,7,5
3,8,6
3,9,7
3,10,7
3,11,8
3,12,9
3,13,10
3,14,11
3,15,11
3,16,12
3,17,13
3,18,14
3,19,15
3,20,16
3,21,16
3,22,17
3,23,18
3,24,19
3,25,20
3,26,21
3,27,21
3,28,22
3,29,23
3,30,24
3,31,25
3,32,26
3,33,26
3,34,27
3,35,28
3,36,29
3,37,30
3,38,31
3,39,31
3,40,32
3,41,33
3,42,34
3,43,35
3,44,36
3,45,36
3,46,37
3,47,38
3,48,39
3,49,40
3,50,41
4,0,0
4,1,1
4,2,2
4,3,3
4,4,4
4,5,5
4,6,5
4,7,6
4,8,7
4,9,8
4,10,9
4,11,10
4,12,11
4,13,11
4,14,12
4,15,13
4,16,14
4,17,15
4,18,16
4,19,16
4,20,17
4,21,18
4,22,19
4,23,20
4,24,21
4,25,21
4,26,22
4,27,23
4,28,24
4,29,25
4,30,26
4,31,26
4,32,27
4,33,28
4,34,29
4,35,30
4,36,31
4,37,31
4,38,32
4,39,33
4,40,34
4,41,35
4,42,36
4,43,36
4,44,37
4,45,38
4,46,39
4,47,40
4,48,41
4,49,41
4,50,42
5,0,0
5,1,1
5,2,2
5,3,4
5,4,5
5,5,6
5,6,7
5,7,7
5,8,8
5,9,9
5,10,10
5,11,11
5,12,12
5,13,13
5,14,14
5,15,14
5,16,15
5,17,16
5,18,17
5,19,18
5,20,19
5,21,20
5,22,20
5,23,21
5,24,22
5,25,23
5,26,24
5,27,25
5,28,25
5,29,26
5,30,27
5,31,28
5,32,29
5,33,30
5,34,30
5,35,31
5,36,32
5,37,33
5,38,34
5,39,35
5,40,35
5,41,36
5,42,37
5,43,38
5,44,39
5,45,40
5,46,40
5,47,41
5,48,42
5,49,43
5,50,44
6,0,0
6,1,2
6,2,3
6,3,4
6,4,5
6,5,7
6,6,8
6,7,9
6,8,9
6,9,10
6,10,11
6,11,12
6,12,13
6,13,14
6,14,15
6,15,16
6,16,17
6,17,17
6,18,18
6,19,19
6,20,20
6,21,21
6,22,22
6,23,22
6,24,23
6,25,24
6,26,25
6,27,26
6,28,27
6,29,28
6,30,28
6,31,29
6,32,30
6,33,31
6,34,32
6,35,33
6,36,33
6,37,34
6,38,35
6,39,36
6,40,37
6,41,38
6,42,38
6,43,39
6,44,40
6,45,41
6,46,42
6,47,43
6,48,43
6,49,44
6,50,45
7,0,0
7,1,2
7,2,4
7,3,5
7,4,6
7,5,7
7,6,9
7,7,10
7,8,11
7,9,11
7,10,12
7,11,13
7,12,14
7,13,15
7,14,16
7,15,17
7,16,18
7,17,19
7,18,19
7,19,20
7,20,21
7,21,22
7,22,23
7,23,24
7,24,24
7,25,25
7,26,26
7,27,27
7,28,28
7,29,29
7,30,30
7,31,30
7,32,31
7,33,32
7,34,33
7,35,34
7,36,35
7,37,35
7,38,36
7,39,37
7,40,38
7,41,39
7,42,40
7,43,40
7,44,41
7,45,42
7,46,43
7,47,44
7,48,45
7,49,45
7,50,46
8,0,0
8,1,2
8,2,4
8,3,6
8,4,7
8,5,8
8,6,9
8,7,11
8,8,12
8,9,13
8,10,13
8,11,14
8,12,15
8,13,16
8,14,17
8,15,18
8,16,19
8,17,20
8,18,21
8,19,21
8,20,22
8,21,23
8,22,24
8,23,25
8,24,26
8,25,26
8,26,27
8,27,28
8,28,29
8,29,30
8,30,31
8,31,31
8,32,32
8,33,33
8,34,34
8,35,35
8,36,36
8,37,36
8,38,37
8,39,38
8,40,39
8,41,40
8,42,41
8,43,41
8,44,42
8,45,43
8,46,44
8,47,45
8,48,46
8,49,46
8,50,47
9,0,0
9,1,3
9,2,5
9,3,7
9,4,8
9,5,9
9,6,10
9,7,11
9,8,13
9,9,13
9,10,14
9,11,15
9,12,16
9,13,17
9,14,18
9,15,19
9,16,20
9,17,21
9,18,22
9,19,22
9,20,23
9,21,24
9,22,25
9,23,26
9,24,27
9,25,27
9,26,28
9,27,29
9,28,30
9,29,31
9,30,32
9,31,32
9,32,33
9,33,34
9,34,35
9,35,36
9,36,37
9,37,37
9,38,38
9,39,39
9,40,40
9,41,41
9,42,42
9,43,42
9,44,43
9,45,44
9,46,45
9,47,46
9,48,47
9,49,47
9,50,48
10,0,0
10,1,3
10,2,6
10,3,7
10,4,9
10,5,10
10,6,11
10,7,12
10,8,13
10,9,14
10,10,15
10,11,16
10,12,17
10,13,18
10,14,19
10,15,20
10,16,21
10,17,22
10,18,23
10,19,23
10,20,24
10,21,25
10,22,26
10,23,27
10,24,28
10,25,28
10,26,29
10,27,30
10,28,31
10,29,32
10,30,33
10,31,33
10,32,34
10,33,35
10,34,36
10,35,37
10,36,38
10,37,38
10,38,39
10,39,40
10,40,41
10,41,42
10,42,43
10,43,43
10,44,44
10,45,45
10,46,46
10,47,47
10,48,48
10,49,48
10,50,49
11,0,0
11,1,4
11,2,6
11,3,8
11,4,10
11,5,11
11,6,12
11,7,13
11,8,14
11,9,15
11,10,16
11,11,17
11,12,18
11,13,19
11,14,20
11,15,21
11,16,22
11,17,23
11,18,23
11,19,24
11,20,25
11,21,26
11,22,27
11,23,28
11,24,29
11,25,29
11,26,30
11,27,31
11,28,32
11,29,33
11,30,34
11,31,34
11,32,35
11,33,36
11,34,37
11,35,38
11,36,39
11,37,39
11,38,40
11,39,41
11,40,42
11,41,43
11,42,44
11,43,44
11,44,45
11,45,46
11,46,47
11,47,48
11,48,49
11,49,49
11,50,50
12,0,0
12,1,5
12,2,7
12,3,9
12,4,11
12,5,12
12,6,13
12,7,14
12,8,15
12,9,16
12,10,17
