0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
1,0,0
1,1,1
1,2,1
1,3,2
1,4,3
1,5,4
1,6,4
1,7,5
1,8,6
1,9,7
1,10,8
1,11,8
1,12,9
1,13,10
1,14,11
1,15,12
1,16,13
1,17,13
1,18,14
1,19,15
1,20,16
1,21,17
1,22,18
1,23,18
1,24,19
1,25,20
1,26,21
1,27,22
1,28,23
1,29,23
1,30,24
1,31,25
1,32,26
1,33,27
1,34,28
1,35,28
1,36,29
1,37,30
1,38,31
1,39,32
1,40,33
1,41,33
1,42,34
1,43,35
1,44,36
1,45,37
1,46,38
1,47,38
1,48,39
1,49,40
1,50,41
2,0,0
2,1,1
2,2,1
2,3,2
2,4,3
2,5,3
2,6,4
2,7,5
2,8,5
2,9,6
2,10,7
2,11,8
2,12,9
2,13,9
2,14,10
2,15,11
2,16,12
2,17,13
2,18,13
2,19,14
2,20,15
2,21,16
2,22,17
2,23,18
2,24,18
2,25,19
2,26,20
2,27,21
2,28,22
2,29,23
2,30,23
2,31,24
2,32,25
2,33,26
2,34,27
2,35,28
2,36,28
2,37,29
2,38,30
2,39,31
2,40,32
2,41,33
2,42,33
2,43,34
2,44,35
2,45,36
2,46,37
2,47,38
2,48,38
2,49,39
2,50,40
3,0,0
3,1,2
3,2,2
3,3,2
3,4,2
3,5,3
3,6,3
3,7,4
3,8,5
3,9,6
3,10,6
3,11,7
3,12,8
3,13,9
3,14,9
3,15,10
3,16,11
3,17,12
3,18,13
3,19,13
3,20,14
3,21,15
3,22,16
3,23,17
3,24,18
3,25,18
3,26,19
3,27,20
3,28,21
3,29,22
3,30,23
3,31,23
3,32,24
3,33,25
3,34,26
3,35,27
3,36,28
3,37,28
3,38,29
3,39,30
3,40,31
3,41,32
3,42,33
3,43,33
3,44,34
3,45,35
3,46,36
3,47,37
3,48,38
3,49,38
3,50,39
4,0,0
4,1,3
4,2,3
4,3,2
4,4,2
4,5,2
4,6,3
4,7,4
4,8,4
4,9,5
4,10,6
4,11,6
4,12,7
4,13,8
4,14,9
4,15,9
4,16,10
4,17,11
4,18,12
4,19,13
4,20,13
4,21,14
4,22,15
4,23,16
4,24,17
4,25,18
4,26,18
4,27,19
4,28,20
4,29,21
4,30,22
4,31,23
4,32,23
4,33,24
4,34,25
4,35,26
4,36,27
4,37,28
4,38,28
4,39,29
4,40,30
4,41,31
4,42,32
4,43,33
4,44,33
4,45,34
4,46,35
4,47,36
4,48,37
4,49,38
4,50,38
5,0,0
5,1,4
5,2,3
5,3,3
5,4,2
5,5,2
5,6,3
5,7,3
5,8,4
5,9,4
5,10,5
5,11,6
5,12,6
5,13,7
5,14,8
5,15,9
5,16,9
5,17,10
5,18,11
5,19,12
5,20,13
5,21,13
5,22,14
5,23,15
5,24,16
5,25,17
5,26,18
5,27,18
5,28,19
5,29,20
5,30,21
5,31,22
5,32,23
5,33,23
5,34,24
5,35,25
5,36,26
5,37,27
5,38,28
5,39,28
5,40,29
5,41,30
5,42,31
5,43,32
5,44,33
5,45,33
5,46,34
5,47,35
5,48,36
5,49,37
5,50,38
6,0,0
6,1,4
6,2,4
6,3,3
6,4,3
6,5,3
6,6,2
6,7,3
6,8,3
6,9,4
6,10,5
6,11,5
6,12,6
6,13,7
6,14,7
6,15,8
6,16,9
6,17,10
6,18,10
6,19,11
6,20,12
6,21,13
6,22,13
6,23,14
6,24,15
6,25,16
6,26,17
6,27,18
6,28,18
6,29,19
6,30,20
6,31,21
6,32,22
6,33,23
6,34,23
6,35,24
6,36,25
6,37,26
6,38,27
6,39,28
6,40,28
6,41,29
6,42,30
6,43,31
6,44,32
6,45,33
6,46,33
6,47,34
6,48,35
6,49,36
6,50,37
7,0,0
7,1,5
7,2,5
7,3,4
7,4,4
7,5,3
7,6,3
7,7,2
7,8,3
7,9,3
7,10,4
7,11,5
7,12,5
7,13,6
7,14,7
7,15,7
7,16,8
7,17,9
7,18,10
7,19,10
7,20,11
7,21,12
7,22,13
7,23,13
7,24,14
7,25,15
7,26,16
7,27,17
7,28,18
7,29,18
7,30,19
7,31,20
7,32,21
7,33,22
7,34,23
7,35,23
7,36,24
7,37,25
7,38,26
7,39,27
7,40,28
7,41,28
7,42,29
7,43,30
7,44,31
7,45,32
7,46,33
7,47,33
7,48,34
7,49,35
7,50,36
8,0,0
8,1,6
8,2,5
8,3,5
8,4,4
8,5,4
8,6,3
8,7,3
8,8,3
8,9,3
8,10,4
8,11,4
8,12,5
8,13,5
8,14,6
8,15,7
8,16,7
8,17,8
8,18,9
8,19,10
8,20,10
8,21,11
8,22,12
8,23,13
8,24,13
8,25,14
8,26,15
8,27,16
8,28,17
8,29,18
8,30,18
8,31,19
8,32,20
8,33,21
8,34,22
8,35,23
8,36,23
8,37,24
8,38,25
8,39,26
8,40,27
8,41,28
8,42,28
8,43,29
8,44,30
8,45,31
8,46,32
8,47,33
8,48,33
8,49,34
8,50,35
9,0,0
9,1,7
9,2,6
9,3,6
9,4,5
9,5,4
9,6,4
9,7,3
9,8,3
9,9,3
9,10,3
9,11,4
9,12,4
9,13,5
9,14,5
9,15,6
9,16,7
9,17,7
9,18,8
9,19,9
9,20,10
9,21,10
9,22,11
9,23,12
9,24,13
9,25,13
9,26,14
9,27,15
9,28,16
9,29,17
9,30,18
9,31,18
9,32,19
9,33,20
9,34,21
9,35,22
9,36,23
9,37,23
9,38,24
9,39,25
9,40,26
9,41,27
9,42,28
9,43,28
9,44,29
9,45,30
9,46,31
9,47,32
9,48,33
9,49,33
9,50,34
10,0,0
10,1,8
10,2,7
10,3,6
10,4,6
10,5,5
10,6,5
10,7,4
10,8,4
10,9,3
10,10,3
10,11,3
10,12,4
10,13,4
10,14,5
10,15,5
10,16,6
10,17,7
10,18,7
10,19,8
10,20,9
10,21,10
10,22,10
10,23,11
10,24,12
10,25,13
10,26,14
10,27,14
10,28,15
10,29,16
10,30,17
10,31,18
10,32,18
10,33,19
10,34,20
10,35,21
10,36,22
10,37,23
10,38,23
10,39,24
10,40,25
10,41,26
10,42,27
10,43,28
10,44,28
10,45,29
10,46,30
10,47,31
10,48,32
10,49,33
10,50,33
11,0,0
11,1,8
11,2,8
11,3,7
11,4,6
11,5,6
11,6,5
11,7,5
11,8,4
11,9,4
11,10,3
11,11,3
11,12,3
11,13,4
11,14,4
11,15,5
11,16,5
11,17,6
11,18,7
11,19,7
11,20,8
11,21,9
11,22,10
11,23,10
11,24,11
11,25,12
11,26,13
11,27,14
11,28,14
11,29,15
11,30,16
11,31,17
11,32,18
11,33,18
11,34,19
11,35,20
11,36,21
11,37,22
11,38,23
11,39,23
11,40,24
11,41,25
11,42,26
11,43,27
11,44,28
11,45,28
11,46,29
11,47,30
11,48,31
11,49,32
11,50,33
12,0,0
12,1,9
12,2,9
12,3,8
12,4,7
12,5,6
12,6,6
12,7,5
12,8,5
12,9,4
12,10,4
